Time [hh:mm:ss];Hr [bpm];SpO2 [%];Temperature [°C];Information;Runtime[ms]
13:06:19;90.1; 94.30; 39.90;HR_TOO_HIGH|TEMP_TOO_HIGH;1702
13:06:20;85.4; 95.00; 40.40;TEMP_TOO_HIGH;1703
13:06:21;90.9; 98.70; 40.10;HR_TOO_HIGH|TEMP_TOO_HIGH;1704
13:06:22;84.9; 97.50; 39.10;TEMP_TOO_HIGH;1705
13:06:23;92.0; 98.80; 40.80;HR_TOO_HIGH|TEMP_TOO_HIGH;1706
13:06:24;84.7; 94.60; 39.40;TEMP_TOO_HIGH;1707
13:06:25;93.0; 95.40; 38.90;HR_TOO_HIGH|TEMP_TOO_HIGH;1708
13:06:26;87.6; 98.50; 38.70;TEMP_TOO_HIGH;1709
13:06:27;85.9; 95.60; 40.00;TEMP_TOO_HIGH;1710
13:06:28;93.2; 95.50; 39.30;HR_TOO_HIGH|TEMP_TOO_HIGH;1711
13:06:29;88.0; 95.90; 40.70;TEMP_TOO_HIGH;1712
13:06:30;86.7; 98.40; 39.90;TEMP_TOO_HIGH;1713
13:06:31;93.6; 98.90; 39.40;HR_TOO_HIGH|TEMP_TOO_HIGH;1714
13:06:32;87.4; 95.60; 38.30;TEMP_TOO_HIGH;1715
13:06:33;93.3; 95.20; 38.80;HR_TOO_HIGH|TEMP_TOO_HIGH;1716
13:06:34;91.3; 96.30; 38.90;HR_TOO_HIGH|TEMP_TOO_HIGH;1717
