Time [hh:mm:ss];Hr [bpm];SpO2 [%];Temperature [°C];Information;Runtime[ms]
18:54:09;93.7; 98.70; 39.00;HR_TOO_HIGH|TEMP_TOO_HIGH;1011
18:54:10;91.9; 95.10; 40.10;HR_TOO_HIGH|TEMP_TOO_HIGH;1012
18:54:11;84.5; 94.40; 39.40;TEMP_TOO_HIGH;1013
18:54:12;84.9; 97.00; 39.50;TEMP_TOO_HIGH;1014
18:54:13;90.0; 97.40; 41.00;TEMP_TOO_HIGH;1015
18:54:14;89.2; 97.40; 41.00;TEMP_TOO_HIGH;1016
18:54:15;84.5; 98.50; 40.30;TEMP_TOO_HIGH;1017
18:54:16;89.5; 98.80; 40.40;TEMP_TOO_HIGH;1018
18:54:17;92.5; 98.30; 39.70;HR_TOO_HIGH|TEMP_TOO_HIGH;1019
18:54:18;87.2; 96.90; 38.80;TEMP_TOO_HIGH;1020
18:54:19;93.5; 98.10; 38.70;HR_TOO_HIGH|TEMP_TOO_HIGH;1021
18:54:20;85.8; 94.50; 40.90;TEMP_TOO_HIGH;1022
18:54:21;85.7; 98.70; 40.70;TEMP_TOO_HIGH;1023
18:54:22;89.5; 96.80; 40.10;TEMP_TOO_HIGH;1024
18:54:23;92.6; 96.00; 40.50;HR_TOO_HIGH|TEMP_TOO_HIGH;1025
18:54:24;87.6; 94.00; 40.60;TEMP_TOO_HIGH;1026
18:54:25;87.7; 96.20; 39.00;TEMP_TOO_HIGH;1027
18:54:26;85.3; 95.20; 38.10;TEMP_TOO_HIGH;1028
18:54:27;93.3; 94.20; 40.00;HR_TOO_HIGH|TEMP_TOO_HIGH;1029
18:54:28;89.1; 94.70; 39.40;TEMP_TOO_HIGH;1030
18:54:29;84.5; 97.80; 40.50;TEMP_TOO_HIGH;1031
18:54:30;94.0; 96.70; 39.80;HR_TOO_HIGH|TEMP_TOO_HIGH;1032
18:54:31;87.8; 94.80; 40.00;TEMP_TOO_HIGH;1033
18:54:32;92.1; 94.40; 38.80;HR_TOO_HIGH|TEMP_TOO_HIGH;1034
18:54:33;87.9; 97.70; 38.60;TEMP_TOO_HIGH;1035
18:54:34;91.0; 94.80; 38.20;HR_TOO_HIGH|TEMP_TOO_HIGH;1036
18:54:35;87.9; 94.40; 39.50;TEMP_TOO_HIGH;1037
18:54:36;94.0; 94.40; 38.60;HR_TOO_HIGH|TEMP_TOO_HIGH;1038
18:54:37;88.2; 95.60; 40.30;TEMP_TOO_HIGH;1039
18:54:38;86.2; 98.50; 39.30;TEMP_TOO_HIGH;1040
18:54:39;90.0; 96.10; 38.60;TEMP_TOO_HIGH;1041
18:54:40;84.3; 98.00; 38.00;TEMP_TOO_HIGH;1042
18:54:41;91.3; 96.90; 40.60;HR_TOO_HIGH|TEMP_TOO_HIGH;1043
18:54:42;88.3; 96.20; 38.00;TEMP_TOO_HIGH;1044
18:54:43;90.1; 98.30; 38.60;HR_TOO_HIGH|TEMP_TOO_HIGH;1045
18:54:44;86.6; 97.20; 39.60;TEMP_TOO_HIGH;1046
18:54:45;84.1; 97.30; 39.80;TEMP_TOO_HIGH;1047
18:54:46;89.2; 96.50; 40.60;TEMP_TOO_HIGH;1048
18:54:47;85.2; 95.00; 38.30;TEMP_TOO_HIGH;1049
18:54:48;85.9; 98.60; 38.00;TEMP_TOO_HIGH;1050
18:54:49;92.8; 95.40; 38.90;HR_TOO_HIGH|TEMP_TOO_HIGH;1051
18:54:50;91.8; 97.10; 38.00;HR_TOO_HIGH|TEMP_TOO_HIGH;1052
18:54:51;85.0; 97.60; 40.20;TEMP_TOO_HIGH;1053
18:54:52;91.8; 96.20; 40.80;HR_TOO_HIGH|TEMP_TOO_HIGH;1054
18:54:53;89.0; 98.40; 40.60;TEMP_TOO_HIGH;1055
18:54:54;90.9; 95.10; 38.80;HR_TOO_HIGH|TEMP_TOO_HIGH;1056
18:54:55;88.9; 95.30; 40.80;TEMP_TOO_HIGH;1057
18:54:56;87.8; 94.50; 41.00;TEMP_TOO_HIGH;1058
18:54:57;87.5; 95.50; 39.30;TEMP_TOO_HIGH;1059
18:54:58;87.0; 97.10; 40.70;TEMP_TOO_HIGH;1060
18:54:59;93.0; 98.20; 39.80;HR_TOO_HIGH|TEMP_TOO_HIGH;1061
18:55:00;87.0; 98.00; 38.30;TEMP_TOO_HIGH;1062
18:55:01;90.8; 95.10; 39.00;HR_TOO_HIGH|TEMP_TOO_HIGH;1063
18:55:02;90.0; 94.60; 38.70;TEMP_TOO_HIGH;1064
18:55:03;90.6; 94.10; 38.30;HR_TOO_HIGH|TEMP_TOO_HIGH;1065
18:55:04;90.2; 95.00; 41.00;HR_TOO_HIGH|TEMP_TOO_HIGH;1066
18:55:05;88.6; 95.20; 38.90;TEMP_TOO_HIGH;1067
18:55:06;87.9; 95.10; 39.20;TEMP_TOO_HIGH;1068
18:55:07;90.5; 94.10; 40.60;HR_TOO_HIGH|TEMP_TOO_HIGH;1069
18:55:08;88.5; 94.60; 40.60;TEMP_TOO_HIGH;1070
18:55:09;84.4; 98.80; 39.60;TEMP_TOO_HIGH;1071
18:55:10;93.1; 96.50; 40.20;HR_TOO_HIGH|TEMP_TOO_HIGH;1072
18:55:11;88.8; 97.70; 39.10;TEMP_TOO_HIGH;1073
18:55:12;84.3; 94.70; 39.80;TEMP_TOO_HIGH;1074
18:55:13;85.4; 97.90; 40.00;TEMP_TOO_HIGH;1075
18:55:14;84.9; 94.10; 39.80;TEMP_TOO_HIGH;1076
18:55:15;84.3; 94.90; 39.80;TEMP_TOO_HIGH;1077
18:55:16;93.8; 99.00; 38.90;HR_TOO_HIGH|TEMP_TOO_HIGH;1078
18:55:17;87.3; 97.60; 40.50;TEMP_TOO_HIGH;1079
18:55:18;89.1; 97.10; 38.60;TEMP_TOO_HIGH;1080
18:55:19;87.7; 95.60; 38.90;TEMP_TOO_HIGH;1081
18:55:20;85.8; 95.70; 38.20;TEMP_TOO_HIGH;1082
18:55:21;89.6; 96.30; 39.60;TEMP_TOO_HIGH;1083
18:55:22;92.0; 98.70; 39.30;HR_TOO_HIGH|TEMP_TOO_HIGH;1084
18:55:23;85.1; 96.40; 38.70;TEMP_TOO_HIGH;1085
18:55:24;90.9; 96.40; 38.00;HR_TOO_HIGH|TEMP_TOO_HIGH;1086
18:55:25;88.5; 96.70; 38.60;TEMP_TOO_HIGH;1087
18:55:26;89.0; 95.80; 38.20;TEMP_TOO_HIGH;1088
18:55:27;86.7; 94.80; 39.30;TEMP_TOO_HIGH;1089
18:55:28;85.9; 96.90; 39.80;TEMP_TOO_HIGH;1090
18:55:29;93.9; 98.20; 40.30;HR_TOO_HIGH|TEMP_TOO_HIGH;1091
18:55:30;90.5; 95.00; 38.30;HR_TOO_HIGH|TEMP_TOO_HIGH;1092
18:55:31;88.9; 97.60; 39.90;TEMP_TOO_HIGH;1093
18:55:32;85.1; 95.80; 40.80;TEMP_TOO_HIGH;1094
18:55:33;92.6; 98.00; 40.80;HR_TOO_HIGH|TEMP_TOO_HIGH;1095
18:55:34;91.7; 97.90; 38.50;HR_TOO_HIGH|TEMP_TOO_HIGH;1096
18:55:35;89.5; 94.90; 40.10;TEMP_TOO_HIGH;1097
18:55:36;87.6; 97.30; 38.20;TEMP_TOO_HIGH;1098
18:55:37;90.2; 94.80; 39.20;HR_TOO_HIGH|TEMP_TOO_HIGH;1099
18:55:38;92.3; 97.50; 38.50;HR_TOO_HIGH|TEMP_TOO_HIGH;1100
18:55:39;93.2; 97.50; 40.60;HR_TOO_HIGH|TEMP_TOO_HIGH;1101
18:55:40;89.1; 97.50; 38.20;TEMP_TOO_HIGH;1102
18:55:41;87.6; 95.10; 40.00;TEMP_TOO_HIGH;1103
18:55:42;86.9; 94.00; 38.80;TEMP_TOO_HIGH;1104
18:55:43;93.4; 94.50; 38.80;HR_TOO_HIGH|TEMP_TOO_HIGH;1105
18:55:44;90.5; 96.00; 40.30;HR_TOO_HIGH|TEMP_TOO_HIGH;1106
18:55:45;84.8; 96.40; 38.60;TEMP_TOO_HIGH;1107
18:55:46;92.6; 94.20; 39.70;HR_TOO_HIGH|TEMP_TOO_HIGH;1108
18:55:47;91.6; 95.90; 41.00;HR_TOO_HIGH|TEMP_TOO_HIGH;1109
18:55:48;88.4; 96.20; 38.20;TEMP_TOO_HIGH;1110
18:55:49;88.9; 95.40; 38.70;TEMP_TOO_HIGH;1111
18:55:50;84.6; 98.70; 39.40;TEMP_TOO_HIGH;1112
18:55:51;87.5; 97.10; 39.00;TEMP_TOO_HIGH;1113
18:55:52;87.0; 96.10; 40.80;TEMP_TOO_HIGH;1114
18:55:53;93.9; 95.00; 40.20;HR_TOO_HIGH|TEMP_TOO_HIGH;1115
18:55:54;86.7; 95.50; 38.70;TEMP_TOO_HIGH;1116
18:55:55;90.7; 98.00; 40.80;HR_TOO_HIGH|TEMP_TOO_HIGH;1117
18:55:56;86.4; 96.00; 38.30;TEMP_TOO_HIGH;1118
18:55:57;91.4; 98.20; 39.40;HR_TOO_HIGH|TEMP_TOO_HIGH;1119
18:55:58;90.4; 97.20; 40.30;HR_TOO_HIGH|TEMP_TOO_HIGH;1120
18:55:59;84.0; 94.00; 38.20;TEMP_TOO_HIGH;1121
18:56:00;85.0; 96.10; 38.60;TEMP_TOO_HIGH;1122
18:56:01;91.7; 96.70; 38.90;HR_TOO_HIGH|TEMP_TOO_HIGH;1123
18:56:02;92.6; 98.40; 39.80;HR_TOO_HIGH|TEMP_TOO_HIGH;1124
18:56:03;85.4; 96.70; 39.40;TEMP_TOO_HIGH;1125
18:56:04;84.4; 98.80; 40.40;TEMP_TOO_HIGH;1126
18:56:05;87.7; 94.00; 40.20;TEMP_TOO_HIGH;1127
18:56:06;90.3; 94.60; 40.40;HR_TOO_HIGH|TEMP_TOO_HIGH;1128
18:56:07;85.0; 97.30; 40.50;TEMP_TOO_HIGH;1129
18:56:08;86.6; 96.00; 39.50;TEMP_TOO_HIGH;1130
18:56:09;85.0; 95.90; 39.60;TEMP_TOO_HIGH;1131
18:56:10;88.9; 99.00; 40.90;TEMP_TOO_HIGH;1132
18:56:11;92.2; 96.60; 40.60;HR_TOO_HIGH|TEMP_TOO_HIGH;1133
18:56:12;92.5; 97.20; 38.70;HR_TOO_HIGH|TEMP_TOO_HIGH;1134
18:56:13;87.4; 94.50; 39.60;TEMP_TOO_HIGH;1135
18:56:14;90.4; 97.90; 40.60;HR_TOO_HIGH|TEMP_TOO_HIGH;1136
18:56:15;93.0; 95.30; 39.60;HR_TOO_HIGH|TEMP_TOO_HIGH;1137
18:56:16;85.8; 97.90; 39.00;TEMP_TOO_HIGH;1138
18:56:17;93.5; 97.90; 40.10;HR_TOO_HIGH|TEMP_TOO_HIGH;1139
18:56:18;89.4; 99.00; 40.00;TEMP_TOO_HIGH;1140
18:56:19;92.5; 95.30; 39.80;HR_TOO_HIGH|TEMP_TOO_HIGH;1141
18:56:20;84.4; 97.20; 38.50;TEMP_TOO_HIGH;1142
18:56:21;88.2; 95.50; 38.70;TEMP_TOO_HIGH;1143
18:56:22;91.9; 94.50; 38.60;HR_TOO_HIGH|TEMP_TOO_HIGH;1144
18:56:23;90.2; 98.80; 39.60;HR_TOO_HIGH|TEMP_TOO_HIGH;1145
18:56:24;86.1; 98.40; 40.40;TEMP_TOO_HIGH;1146
18:56:25;88.2; 98.10; 39.80;TEMP_TOO_HIGH;1147
18:56:26;90.8; 98.80; 40.10;HR_TOO_HIGH|TEMP_TOO_HIGH;1148
18:56:27;91.4; 95.90; 38.50;HR_TOO_HIGH|TEMP_TOO_HIGH;1149
18:56:28;92.9; 97.20; 40.60;HR_TOO_HIGH|TEMP_TOO_HIGH;1150
18:56:29;88.7; 94.90; 40.00;TEMP_TOO_HIGH;1151
18:56:30;87.1; 95.90; 38.10;TEMP_TOO_HIGH;1152
18:56:31;86.9; 94.40; 38.00;TEMP_TOO_HIGH;1153
18:56:32;87.6; 94.10; 39.00;TEMP_TOO_HIGH;1154
18:56:33;87.5; 94.40; 38.60;TEMP_TOO_HIGH;1155
18:56:34;85.9; 97.50; 40.00;TEMP_TOO_HIGH;1156
18:56:35;88.2; 98.10; 40.20;TEMP_TOO_HIGH;1157
18:56:36;92.7; 94.20; 39.20;HR_TOO_HIGH|TEMP_TOO_HIGH;1158
18:56:37;89.7; 95.70; 40.60;TEMP_TOO_HIGH;1159
18:56:38;88.5; 95.20; 39.90;TEMP_TOO_HIGH;1160
18:56:39;91.2; 94.10; 38.80;HR_TOO_HIGH|TEMP_TOO_HIGH;1161
18:56:40;88.4; 94.20; 38.00;TEMP_TOO_HIGH;1162
18:56:41;93.4; 97.90; 40.00;HR_TOO_HIGH|TEMP_TOO_HIGH;1163
18:56:42;89.3; 96.00; 39.50;TEMP_TOO_HIGH;1164
18:56:43;89.0; 96.60; 39.40;TEMP_TOO_HIGH;1165
18:56:44;88.7; 94.00; 39.20;TEMP_TOO_HIGH;1166
18:56:45;88.7; 98.80; 41.00;TEMP_TOO_HIGH;1167
18:56:46;92.1; 98.50; 38.10;HR_TOO_HIGH|TEMP_TOO_HIGH;1168
18:56:47;86.4; 96.40; 38.30;TEMP_TOO_HIGH;1169
18:56:48;89.4; 98.00; 38.20;TEMP_TOO_HIGH;1170
18:56:49;93.8; 98.10; 40.40;HR_TOO_HIGH|TEMP_TOO_HIGH;1171
18:56:50;92.1; 96.60; 38.60;HR_TOO_HIGH|TEMP_TOO_HIGH;1172
18:56:51;91.1; 94.50; 40.50;HR_TOO_HIGH|TEMP_TOO_HIGH;1173
18:56:52;86.5; 95.30; 40.30;TEMP_TOO_HIGH;1174
18:56:53;91.8; 98.10; 39.10;HR_TOO_HIGH|TEMP_TOO_HIGH;1175
18:56:54;92.7; 94.50; 39.50;HR_TOO_HIGH|TEMP_TOO_HIGH;1176
18:56:55;91.4; 97.30; 38.10;HR_TOO_HIGH|TEMP_TOO_HIGH;1177
18:56:56;92.3; 96.80; 40.80;HR_TOO_HIGH|TEMP_TOO_HIGH;1178
18:56:57;88.3; 96.70; 38.20;TEMP_TOO_HIGH;1179
18:56:58;84.0; 95.20; 39.00;TEMP_TOO_HIGH;1180
18:56:59;85.7; 95.40; 40.90;TEMP_TOO_HIGH;1181
18:57:00;85.0; 97.80; 38.40;TEMP_TOO_HIGH;1182
18:57:01;84.4; 98.90; 40.60;TEMP_TOO_HIGH;1183
18:57:02;92.8; 95.80; 39.30;HR_TOO_HIGH|TEMP_TOO_HIGH;1184
18:57:03;89.2; 95.30; 38.10;TEMP_TOO_HIGH;1185
18:57:04;93.1; 97.70; 40.40;HR_TOO_HIGH|TEMP_TOO_HIGH;1186
18:57:05;88.7; 97.10; 40.40;TEMP_TOO_HIGH;1187
18:57:06;91.9; 98.50; 38.00;HR_TOO_HIGH|TEMP_TOO_HIGH;1188
18:57:07;85.2; 98.00; 39.40;TEMP_TOO_HIGH;1189
18:57:08;84.7; 97.80; 40.80;TEMP_TOO_HIGH;1190
18:57:09;87.5; 98.00; 40.80;TEMP_TOO_HIGH;1191
18:57:10;91.5; 98.90; 41.00;HR_TOO_HIGH|TEMP_TOO_HIGH;1192
18:57:11;93.9; 97.50; 40.10;HR_TOO_HIGH|TEMP_TOO_HIGH;1193
18:57:12;94.0; 96.30; 38.60;HR_TOO_HIGH|TEMP_TOO_HIGH;1194
18:57:13;90.4; 94.60; 40.90;HR_TOO_HIGH|TEMP_TOO_HIGH;1195
18:57:14;93.9; 95.90; 38.90;HR_TOO_HIGH|TEMP_TOO_HIGH;1196
18:57:15;90.0; 96.90; 38.50;TEMP_TOO_HIGH;1197
18:57:16;85.7; 95.70; 39.10;TEMP_TOO_HIGH;1198
18:57:17;87.4; 98.20; 38.30;TEMP_TOO_HIGH;1199
18:57:18;93.2; 97.70; 40.70;HR_TOO_HIGH|TEMP_TOO_HIGH;1200
18:57:19;89.0; 98.90; 38.00;TEMP_TOO_HIGH;1201
18:57:20;91.7; 98.30; 38.80;HR_TOO_HIGH|TEMP_TOO_HIGH;1202
18:57:21;90.1; 95.60; 39.90;HR_TOO_HIGH|TEMP_TOO_HIGH;1203
18:57:22;92.3; 96.50; 39.70;HR_TOO_HIGH|TEMP_TOO_HIGH;1204
18:57:23;93.9; 98.30; 40.60;HR_TOO_HIGH|TEMP_TOO_HIGH;1205
18:57:24;91.9; 95.30; 38.30;HR_TOO_HIGH|TEMP_TOO_HIGH;1206
18:57:25;85.0; 94.20; 40.70;TEMP_TOO_HIGH;1207
18:57:26;91.2; 98.10; 40.80;HR_TOO_HIGH|TEMP_TOO_HIGH;1208
18:57:27;84.8; 95.90; 38.90;TEMP_TOO_HIGH;1209
18:57:28;90.9; 95.40; 41.00;HR_TOO_HIGH|TEMP_TOO_HIGH;1210
18:57:29;93.3; 98.60; 40.60;HR_TOO_HIGH|TEMP_TOO_HIGH;1211
18:57:30;89.0; 97.60; 39.10;TEMP_TOO_HIGH;1212
18:57:31;93.6; 94.20; 40.40;HR_TOO_HIGH|TEMP_TOO_HIGH;1213
18:57:32;87.2; 95.80; 39.70;TEMP_TOO_HIGH;1214
18:57:33;92.4; 98.90; 39.90;HR_TOO_HIGH|TEMP_TOO_HIGH;1215
18:57:34;89.2; 98.50; 38.00;TEMP_TOO_HIGH;1216
18:57:35;87.4; 97.60; 40.00;TEMP_TOO_HIGH;1217
18:57:36;90.6; 95.60; 40.00;HR_TOO_HIGH|TEMP_TOO_HIGH;1218
18:57:37;88.2; 98.50; 41.00;TEMP_TOO_HIGH;1219
18:57:38;88.0; 99.00; 38.70;TEMP_TOO_HIGH;1220
18:57:39;89.9; 97.00; 39.80;TEMP_TOO_HIGH;1221
18:57:40;84.1; 94.60; 39.80;TEMP_TOO_HIGH;1222
18:57:41;91.7; 98.00; 39.40;HR_TOO_HIGH|TEMP_TOO_HIGH;1223
18:57:42;85.3; 95.40; 39.00;TEMP_TOO_HIGH;1224
18:57:43;88.9; 98.80; 38.00;TEMP_TOO_HIGH;1225
18:57:44;94.0; 97.20; 39.10;HR_TOO_HIGH|TEMP_TOO_HIGH;1226
18:57:45;92.8; 94.80; 39.50;HR_TOO_HIGH|TEMP_TOO_HIGH;1227
18:57:46;87.5; 96.70; 38.50;TEMP_TOO_HIGH;1228
18:57:47;90.8; 97.10; 40.20;HR_TOO_HIGH|TEMP_TOO_HIGH;1229
18:57:48;90.5; 96.80; 39.10;HR_TOO_HIGH|TEMP_TOO_HIGH;1230
18:57:49;91.8; 97.30; 40.30;HR_TOO_HIGH|TEMP_TOO_HIGH;1231
18:57:50;93.5; 97.50; 40.20;HR_TOO_HIGH|TEMP_TOO_HIGH;1232
18:57:51;89.6; 97.40; 39.30;TEMP_TOO_HIGH;1233
18:57:52;92.1; 97.40; 40.80;HR_TOO_HIGH|TEMP_TOO_HIGH;1234
18:57:53;92.1; 95.50; 40.60;HR_TOO_HIGH|TEMP_TOO_HIGH;1235
18:57:54;84.2; 97.90; 38.00;TEMP_TOO_HIGH;1236
18:57:55;92.1; 98.30; 40.40;HR_TOO_HIGH|TEMP_TOO_HIGH;1237
18:57:56;93.7; 96.10; 40.90;HR_TOO_HIGH|TEMP_TOO_HIGH;1238
18:57:57;87.0; 94.00; 39.10;TEMP_TOO_HIGH;1239
18:57:58;87.0; 98.90; 38.30;TEMP_TOO_HIGH;1240
