Time [hh:mm:ss];Hr [bpm];SpO2 [%];Temperature [°C];Information;Runtime[ms]
18:55:35;75.1; 96.90; 34.60;-;1105
18:55:36;78.8; 100.00; 35.90;-;1106
18:55:37;75.1; 103.00; 36.20;-;1107
18:55:38;79.1; 94.90; 35.20;-;1108
18:55:39;77.8; 96.30; 34.80;-;1109
18:55:40;72.2; 102.50; 34.80;-;1110
18:55:41;77.5; 98.00; 36.30;-;1111
18:55:42;76.6; 101.50; 36.20;-;1112
18:55:43;79.8; 100.10; 35.60;-;1113
18:55:44;74.4; 94.00; 36.50;-;1114
18:55:45;76.8; 95.10; 36.00;-;1115
18:55:46;79.6; 99.10; 37.00;-;1116
18:55:47;79.8; 96.50; 35.80;-;1117
18:55:48;74.6; 95.60; 34.70;-;1118
18:55:49;75.9; 101.20; 34.80;-;1119
18:55:50;76.7; 101.80; 35.20;-;1120
18:55:51;78.2; 94.90; 35.30;-;1121
18:55:52;70.9; 93.40; 34.00;SPO2_TOO_LOW|;1122
18:55:53;76.4; 101.50; 36.30;-;1123
18:55:54;74.9; 98.70; 34.50;-;1124
18:55:55;79.0; 96.60; 35.50;-;1125
18:55:56;70.7; 93.40; 34.10;SPO2_TOO_LOW|;1126
18:55:57;71.8; 98.40; 36.70;-;1127
18:55:58;71.9; 100.80; 35.90;-;1128
18:55:59;75.6; 103.00; 36.50;-;1129
18:56:00;74.6; 97.30; 34.10;-;1130
18:56:01;80.0; 100.90; 34.60;-;1131
18:56:02;70.0; 96.70; 34.00;-;1132
18:56:03;76.8; 93.40; 36.80;SPO2_TOO_LOW|;1133
18:56:04;77.1; 101.80; 34.90;-;1134
18:56:05;76.9; 101.80; 34.90;-;1135
18:56:06;72.6; 99.20; 34.10;-;1136
18:56:07;74.5; 98.10; 35.40;-;1137
18:56:08;71.7; 93.90; 36.80;SPO2_TOO_LOW|;1138
18:56:09;78.9; 98.30; 35.20;-;1139
18:56:10;70.8; 95.90; 35.70;-;1140
18:56:11;77.6; 101.60; 34.10;-;1141
18:56:12;75.4; 96.60; 36.60;-;1142
18:56:13;74.0; 95.10; 34.40;-;1143
18:56:14;79.4; 93.70; 34.70;SPO2_TOO_LOW|;1144
18:56:15;76.8; 99.80; 34.20;-;1145
18:56:16;72.3; 102.10; 35.50;-;1146
18:56:17;78.7; 95.60; 35.90;-;1147
18:56:18;72.8; 100.40; 36.10;-;1148
18:56:19;80.0; 94.40; 35.20;-;1149
18:56:20;75.2; 99.50; 35.90;-;1150
18:56:21;77.3; 98.80; 35.20;-;1151
18:56:22;72.8; 99.90; 34.10;-;1152
18:56:23;77.6; 95.60; 34.80;-;1153
18:56:24;75.0; 99.10; 34.70;-;1154
18:56:25;73.8; 102.80; 35.70;-;1155
18:56:26;75.5; 99.70; 36.80;-;1156
18:56:27;77.2; 94.70; 35.90;-;1157
18:56:28;72.3; 101.60; 34.70;-;1158
18:56:29;70.3; 96.00; 35.70;-;1159
18:56:30;78.0; 102.20; 34.80;-;1160
18:56:31;70.4; 94.20; 35.80;-;1161
18:56:32;73.9; 95.80; 36.30;-;1162
18:56:33;70.7; 99.00; 34.60;-;1163
18:56:34;79.6; 100.20; 35.90;-;1164
18:56:35;73.4; 96.80; 36.30;-;1165
18:56:36;75.9; 100.90; 35.50;-;1166
18:56:37;73.7; 96.60; 34.30;-;1167
18:56:38;74.5; 93.60; 35.60;SPO2_TOO_LOW|;1168
18:56:39;75.1; 95.40; 34.60;-;1169
18:56:40;74.5; 100.70; 34.60;-;1170
18:56:41;76.4; 101.00; 36.80;-;1171
18:56:42;71.4; 99.00; 34.30;-;1172
18:56:43;73.9; 101.80; 35.00;-;1173
18:56:44;76.7; 96.90; 35.40;-;1174
18:56:45;73.7; 97.90; 35.50;-;1175
18:56:46;71.3; 95.40; 36.90;-;1176
18:56:47;74.2; 99.50; 35.90;-;1177
18:56:48;79.8; 101.70; 34.00;-;1178
18:56:49;77.0; 96.30; 34.30;-;1179
18:56:50;76.6; 93.30; 35.90;SPO2_TOO_LOW|;1180
18:56:51;76.4; 102.00; 36.80;-;1181
18:56:52;73.5; 94.60; 36.30;-;1182
18:56:53;77.0; 99.80; 36.80;-;1183
18:56:54;73.4; 102.00; 34.40;-;1184
18:56:55;77.0; 99.50; 34.60;-;1185
18:56:56;71.2; 99.10; 35.70;-;1186
18:56:57;70.0; 94.40; 35.70;-;1187
18:56:58;75.0; 96.80; 36.80;-;1188
18:56:59;70.1; 98.70; 37.00;-;1189
18:57:00;73.7; 97.50; 35.70;-;1190
18:57:01;72.0; 102.90; 36.80;-;1191
18:57:02;72.5; 99.40; 36.10;-;1192
18:57:03;74.7; 101.90; 34.70;-;1193
18:57:04;76.8; 97.90; 36.70;-;1194
18:57:05;79.3; 94.30; 35.60;-;1195
18:57:06;71.1; 95.80; 36.10;-;1196
18:57:07;77.8; 97.20; 35.10;-;1197
18:57:08;74.1; 98.70; 34.60;-;1198
18:57:09;74.0; 96.40; 35.00;-;1199
18:57:10;75.8; 95.30; 35.90;-;1200
18:57:11;70.0; 96.90; 34.00;-;1201
18:57:12;78.4; 102.40; 34.10;-;1202
18:57:13;72.4; 93.10; 35.00;SPO2_TOO_LOW|;1203
18:57:14;75.0; 94.80; 35.10;-;1204
18:57:15;78.0; 102.90; 35.30;-;1205
18:57:16;76.3; 93.40; 34.40;SPO2_TOO_LOW|;1206
18:57:17;78.5; 100.80; 34.60;-;1207
18:57:18;70.9; 95.70; 35.50;-;1208
18:57:19;73.3; 100.80; 36.00;-;1209
18:57:20;72.0; 93.30; 36.30;SPO2_TOO_LOW|;1210
18:57:21;70.4; 100.80; 34.80;-;1211
18:57:22;75.0; 99.20; 36.70;-;1212
18:57:23;79.9; 97.20; 35.70;-;1213
18:57:24;75.3; 101.80; 34.90;-;1214
18:57:25;71.1; 97.00; 35.20;-;1215
18:57:26;76.5; 99.70; 36.20;-;1216
18:57:27;78.7; 102.40; 36.60;-;1217
18:57:28;72.4; 94.20; 36.70;-;1218
18:57:29;78.8; 94.40; 35.70;-;1219
18:57:30;77.2; 100.20; 37.00;-;1220
18:57:31;72.0; 102.60; 35.90;-;1221
18:57:32;74.5; 94.30; 36.20;-;1222
18:57:33;78.9; 100.60; 34.40;-;1223
18:57:34;77.5; 94.90; 36.70;-;1224
18:57:35;75.8; 96.30; 36.20;-;1225
18:57:36;78.5; 101.70; 35.20;-;1226
18:57:37;72.6; 93.90; 35.70;SPO2_TOO_LOW|;1227
18:57:38;73.3; 101.20; 35.10;-;1228
18:57:39;70.7; 98.10; 36.50;-;1229
18:57:40;78.4; 95.70; 35.60;-;1230
18:57:41;70.4; 94.70; 34.10;-;1231
18:57:42;78.5; 102.70; 36.90;-;1232
18:57:43;78.3; 97.90; 34.10;-;1233
18:57:44;74.9; 100.20; 35.00;-;1234
18:57:45;72.3; 94.40; 34.50;-;1235
18:57:46;72.4; 97.50; 36.20;-;1236
18:57:47;74.2; 98.60; 35.70;-;1237
18:57:48;70.0; 99.80; 35.60;-;1238
18:57:49;70.7; 95.00; 36.40;-;1239
18:57:50;72.0; 99.60; 35.40;-;1240
18:57:51;70.6; 95.10; 37.00;-;1241
18:57:52;78.6; 93.10; 34.10;SPO2_TOO_LOW|;1242
18:57:53;71.3; 96.70; 35.90;-;1243
18:57:54;73.9; 95.50; 35.30;-;1244
18:57:55;79.1; 94.10; 36.90;-;1245
