Time [hh:mm:ss];Hr [bpm];SpO2 [%];Temperature [°C];Information;Runtime[ms]
18:54:05;56.1; 91.30; 32.40;HR_TOo_LOW|SPO2_TOO_LOW|;1023
18:54:06;61.5; 90.00; 32.30;SPO2_TOO_LOW|;1024
18:54:07;56.0; 88.30; 32.80;HR_TOo_LOW|SPO2_TOO_LOW|;1025
18:54:08;64.9; 89.80; 30.20;SPO2_TOO_LOW|;1026
18:54:09;59.2; 93.60; 30.40;HR_TOo_LOW|SPO2_TOO_LOW|;1027
18:54:10;56.9; 95.80; 32.00;HR_TOo_LOW|;1028
18:54:11;63.9; 89.00; 31.50;SPO2_TOO_LOW|;1029
18:54:12;56.8; 97.70; 31.20;HR_TOo_LOW|;1030
18:54:13;56.0; 89.50; 30.80;HR_TOo_LOW|SPO2_TOO_LOW|;1031
18:54:14;58.3; 91.70; 30.50;HR_TOo_LOW|SPO2_TOO_LOW|;1032
18:54:15;56.6; 91.70; 30.30;HR_TOo_LOW|SPO2_TOO_LOW|;1033
18:54:16;59.9; 95.10; 31.00;HR_TOo_LOW|;1034
18:54:17;64.6; 97.40; 30.30;-;1035
18:54:18;65.6; 95.40; 31.70;-;1036
18:54:19;62.0; 97.70; 33.00;-;1037
18:54:20;60.5; 96.60; 31.00;-;1038
18:54:21;57.8; 89.40; 31.90;HR_TOo_LOW|SPO2_TOO_LOW|;1039
18:54:22;62.7; 97.90; 30.90;-;1040
18:54:23;65.8; 98.00; 30.40;-;1041
18:54:24;61.5; 97.80; 30.00;-;1042
18:54:25;59.9; 94.30; 31.10;HR_TOo_LOW|;1043
18:54:26;63.0; 95.10; 32.90;-;1044
18:54:27;60.0; 92.90; 31.40;SPO2_TOO_LOW|;1045
18:54:28;57.8; 97.70; 30.90;HR_TOo_LOW|;1046
18:54:29;56.8; 90.80; 32.10;HR_TOo_LOW|SPO2_TOO_LOW|;1047
18:54:30;62.9; 92.70; 32.60;SPO2_TOO_LOW|;1048
18:54:31;56.2; 96.00; 32.50;HR_TOo_LOW|;1049
18:54:32;58.3; 89.50; 31.40;HR_TOo_LOW|SPO2_TOO_LOW|;1050
18:54:33;65.2; 89.10; 33.00;SPO2_TOO_LOW|;1051
18:54:34;62.7; 92.40; 32.10;SPO2_TOO_LOW|;1052
18:54:35;64.3; 89.10; 32.80;SPO2_TOO_LOW|;1053
18:54:36;60.9; 89.40; 31.60;SPO2_TOO_LOW|;1054
18:54:37;63.2; 95.50; 30.10;-;1055
18:54:38;62.3; 89.10; 30.80;SPO2_TOO_LOW|;1056
18:54:39;62.1; 90.20; 31.70;SPO2_TOO_LOW|;1057
18:54:40;64.5; 97.40; 32.30;-;1058
18:54:41;64.9; 97.20; 32.00;-;1059
18:54:42;60.8; 95.00; 32.50;-;1060
18:54:43;57.8; 88.20; 31.90;HR_TOo_LOW|SPO2_TOO_LOW|;1061
18:54:44;59.6; 89.60; 30.60;HR_TOo_LOW|SPO2_TOO_LOW|;1062
18:54:45;62.5; 97.10; 30.00;-;1063
18:54:46;62.0; 97.90; 32.30;-;1064
18:54:47;58.6; 92.40; 32.00;HR_TOo_LOW|SPO2_TOO_LOW|;1065
18:54:48;59.0; 88.00; 30.60;HR_TOo_LOW|SPO2_TOO_LOW|;1066
18:54:49;59.8; 89.80; 31.80;HR_TOo_LOW|SPO2_TOO_LOW|;1067
18:54:50;63.8; 88.20; 31.70;SPO2_TOO_LOW|;1068
18:54:51;57.4; 93.40; 30.40;HR_TOo_LOW|SPO2_TOO_LOW|;1069
18:54:52;61.1; 90.60; 31.60;SPO2_TOO_LOW|;1070
18:54:53;60.7; 90.00; 30.30;SPO2_TOO_LOW|;1071
18:54:54;66.0; 91.70; 31.10;SPO2_TOO_LOW|;1072
18:54:55;61.5; 94.30; 32.20;-;1073
18:54:56;60.0; 92.10; 31.80;SPO2_TOO_LOW|;1074
18:54:57;63.9; 90.80; 32.50;SPO2_TOO_LOW|;1075
18:54:58;56.1; 89.40; 30.10;HR_TOo_LOW|SPO2_TOO_LOW|;1076
18:54:59;65.4; 90.50; 30.10;SPO2_TOO_LOW|;1077
18:55:00;58.4; 97.50; 31.40;HR_TOo_LOW|;1078
18:55:01;57.8; 96.00; 30.50;HR_TOo_LOW|;1079
18:55:02;62.2; 92.70; 30.40;SPO2_TOO_LOW|;1080
18:55:03;65.4; 88.70; 31.50;SPO2_TOO_LOW|;1081
18:55:04;65.5; 93.80; 30.00;SPO2_TOO_LOW|;1082
18:55:05;57.2; 97.80; 31.10;HR_TOo_LOW|;1083
18:55:06;60.6; 97.20; 30.80;-;1084
18:55:07;58.7; 94.60; 32.70;HR_TOo_LOW|;1085
18:55:08;56.3; 88.90; 30.90;HR_TOo_LOW|SPO2_TOO_LOW|;1086
18:55:09;60.2; 93.70; 32.60;SPO2_TOO_LOW|;1087
18:55:10;64.5; 96.20; 31.90;-;1088
18:55:11;63.3; 96.70; 32.80;-;1089
18:55:12;60.9; 90.60; 31.40;SPO2_TOO_LOW|;1090
18:55:13;63.6; 91.30; 32.80;SPO2_TOO_LOW|;1091
18:55:14;60.0; 95.20; 30.30;-;1092
18:55:15;63.3; 96.70; 30.80;-;1093
18:55:16;57.6; 88.50; 30.00;HR_TOo_LOW|SPO2_TOO_LOW|;1094
18:55:17;56.0; 89.90; 31.20;HR_TOo_LOW|SPO2_TOO_LOW|;1095
18:55:18;64.5; 89.90; 31.50;SPO2_TOO_LOW|;1096
18:55:19;59.4; 90.20; 30.40;HR_TOo_LOW|SPO2_TOO_LOW|;1097
18:55:20;57.5; 97.90; 32.70;HR_TOo_LOW|;1098
18:55:21;61.2; 94.90; 31.20;-;1099
18:55:22;66.0; 95.60; 30.60;-;1100
18:55:23;65.0; 92.80; 30.40;SPO2_TOO_LOW|;1101
18:55:24;58.7; 97.30; 30.50;HR_TOo_LOW|;1102
18:55:25;57.9; 93.60; 30.80;HR_TOo_LOW|SPO2_TOO_LOW|;1103
18:55:26;63.8; 91.80; 31.70;SPO2_TOO_LOW|;1104
18:55:27;60.8; 88.50; 31.30;SPO2_TOO_LOW|;1105
18:55:28;60.0; 88.20; 32.40;SPO2_TOO_LOW|;1106
18:55:29;61.7; 89.70; 33.00;SPO2_TOO_LOW|;1107
18:55:30;58.9; 92.50; 30.00;HR_TOo_LOW|SPO2_TOO_LOW|;1108
18:55:31;58.6; 91.60; 31.90;HR_TOo_LOW|SPO2_TOO_LOW|;1109
18:55:32;57.4; 91.70; 31.60;HR_TOo_LOW|SPO2_TOO_LOW|;1110
18:55:33;60.5; 94.70; 30.50;-;1111
18:55:34;59.7; 94.30; 32.00;HR_TOo_LOW|;1112
18:55:35;58.1; 88.10; 32.20;HR_TOo_LOW|SPO2_TOO_LOW|;1113
18:55:36;62.2; 88.90; 31.80;SPO2_TOO_LOW|;1114
18:55:37;61.4; 93.90; 32.00;SPO2_TOO_LOW|;1115
18:55:38;56.7; 91.10; 32.00;HR_TOo_LOW|SPO2_TOO_LOW|;1116
18:55:39;57.8; 97.50; 32.70;HR_TOo_LOW|;1117
18:55:40;57.6; 94.50; 32.10;HR_TOo_LOW|;1118
18:55:41;59.0; 96.70; 31.20;HR_TOo_LOW|;1119
18:55:42;58.1; 89.00; 30.50;HR_TOo_LOW|SPO2_TOO_LOW|;1120
18:55:43;59.8; 97.00; 31.70;HR_TOo_LOW|;1121
18:55:44;57.6; 98.00; 30.70;HR_TOo_LOW|;1122
18:55:45;65.7; 94.40; 30.90;-;1123
18:55:46;63.5; 95.10; 31.00;-;1124
18:55:47;63.4; 91.80; 30.10;SPO2_TOO_LOW|;1125
18:55:48;57.3; 90.60; 31.80;HR_TOo_LOW|SPO2_TOO_LOW|;1126
18:55:49;60.8; 91.80; 31.20;SPO2_TOO_LOW|;1127
18:55:50;63.7; 91.80; 32.60;SPO2_TOO_LOW|;1128
18:55:51;65.0; 96.60; 32.70;-;1129
18:55:52;57.3; 89.60; 32.00;HR_TOo_LOW|SPO2_TOO_LOW|;1130
18:55:53;57.7; 96.90; 31.90;HR_TOo_LOW|;1131
18:55:54;62.0; 98.00; 30.10;-;1132
18:55:55;61.0; 94.70; 30.90;-;1133
18:55:56;62.4; 94.60; 32.50;-;1134
18:55:57;56.2; 94.70; 31.20;HR_TOo_LOW|;1135
18:55:58;64.6; 93.70; 30.70;SPO2_TOO_LOW|;1136
18:55:59;56.1; 89.80; 30.00;HR_TOo_LOW|SPO2_TOO_LOW|;1137
18:56:00;56.1; 94.60; 32.90;HR_TOo_LOW|;1138
18:56:01;66.0; 92.50; 33.00;SPO2_TOO_LOW|;1139
18:56:02;64.5; 88.10; 32.10;SPO2_TOO_LOW|;1140
18:56:03;58.1; 92.70; 32.10;HR_TOo_LOW|SPO2_TOO_LOW|;1141
18:56:04;63.2; 92.90; 30.00;SPO2_TOO_LOW|;1142
18:56:05;60.1; 97.90; 31.80;-;1143
18:56:06;65.0; 90.70; 30.70;SPO2_TOO_LOW|;1144
18:56:07;60.1; 97.10; 31.90;-;1145
18:56:08;61.9; 95.50; 31.60;-;1146
18:56:09;63.7; 91.00; 32.70;SPO2_TOO_LOW|;1147
18:56:10;59.9; 94.10; 32.70;HR_TOo_LOW|;1148
18:56:11;56.4; 97.00; 32.60;HR_TOo_LOW|;1149
18:56:12;62.5; 96.00; 32.90;-;1150
18:56:13;58.5; 88.70; 32.80;HR_TOo_LOW|SPO2_TOO_LOW|;1151
18:56:14;63.7; 93.40; 30.20;SPO2_TOO_LOW|;1152
18:56:15;57.6; 93.50; 32.60;HR_TOo_LOW|SPO2_TOO_LOW|;1153
18:56:16;63.6; 89.40; 32.20;SPO2_TOO_LOW|;1154
18:56:17;62.3; 92.40; 30.60;SPO2_TOO_LOW|;1155
18:56:18;63.0; 95.20; 32.40;-;1156
18:56:19;64.6; 95.50; 30.10;-;1157
18:56:20;59.4; 95.40; 32.10;HR_TOo_LOW|;1158
18:56:21;60.3; 97.00; 30.50;-;1159
18:56:22;61.9; 92.50; 32.40;SPO2_TOO_LOW|;1160
18:56:23;64.8; 89.10; 30.00;SPO2_TOO_LOW|;1161
18:56:24;60.4; 88.60; 31.80;SPO2_TOO_LOW|;1162
18:56:25;56.1; 95.10; 32.10;HR_TOo_LOW|;1163
18:56:26;62.6; 90.90; 31.90;SPO2_TOO_LOW|;1164
18:56:27;59.8; 91.60; 30.70;HR_TOo_LOW|SPO2_TOO_LOW|;1165
18:56:28;57.0; 94.40; 31.80;HR_TOo_LOW|;1166
18:56:29;65.7; 96.10; 32.10;-;1167
18:56:30;65.0; 95.20; 30.10;-;1168
18:56:31;60.8; 92.60; 30.30;SPO2_TOO_LOW|;1169
18:56:32;58.0; 91.80; 30.90;HR_TOo_LOW|SPO2_TOO_LOW|;1170
18:56:33;56.5; 96.10; 33.00;HR_TOo_LOW|;1171
18:56:34;64.0; 96.90; 30.10;-;1172
18:56:35;64.3; 94.20; 30.50;-;1173
18:56:36;62.1; 96.80; 30.90;-;1174
18:56:37;63.9; 88.50; 30.80;SPO2_TOO_LOW|;1175
18:56:38;56.7; 94.00; 32.70;HR_TOo_LOW|;1176
18:56:39;65.5; 95.40; 32.80;-;1177
18:56:40;59.1; 92.30; 32.70;HR_TOo_LOW|SPO2_TOO_LOW|;1178
18:56:41;56.3; 92.20; 30.90;HR_TOo_LOW|SPO2_TOO_LOW|;1179
18:56:42;56.7; 96.40; 32.20;HR_TOo_LOW|;1180
18:56:43;60.0; 91.90; 31.00;SPO2_TOO_LOW|;1181
18:56:44;61.4; 92.20; 31.50;SPO2_TOO_LOW|;1182
18:56:45;61.6; 93.40; 30.10;SPO2_TOO_LOW|;1183
18:56:46;57.3; 89.20; 30.10;HR_TOo_LOW|SPO2_TOO_LOW|;1184
18:56:47;58.0; 93.00; 30.60;HR_TOo_LOW|SPO2_TOO_LOW|;1185
18:56:48;57.2; 95.00; 31.00;HR_TOo_LOW|;1186
18:56:49;62.8; 94.50; 31.70;-;1187
18:56:50;63.9; 90.10; 32.50;SPO2_TOO_LOW|;1188
18:56:51;62.5; 97.80; 30.40;-;1189
18:56:52;58.9; 88.70; 30.00;HR_TOo_LOW|SPO2_TOO_LOW|;1190
18:56:53;64.5; 96.30; 32.70;-;1191
18:56:54;61.4; 88.60; 31.90;SPO2_TOO_LOW|;1192
18:56:55;60.7; 97.30; 30.50;-;1193
18:56:56;65.7; 94.90; 32.20;-;1194
18:56:57;65.9; 91.30; 32.20;SPO2_TOO_LOW|;1195
18:56:58;58.0; 88.10; 32.40;HR_TOo_LOW|SPO2_TOO_LOW|;1196
18:56:59;62.8; 96.40; 32.80;-;1197
18:57:00;61.3; 94.30; 31.10;-;1198
18:57:01;65.3; 89.10; 31.40;SPO2_TOO_LOW|;1199
18:57:02;63.3; 95.10; 30.60;-;1200
18:57:03;61.5; 90.00; 30.50;SPO2_TOO_LOW|;1201
18:57:04;63.7; 97.70; 31.90;-;1202
18:57:05;61.0; 91.70; 30.30;SPO2_TOO_LOW|;1203
18:57:06;65.0; 97.60; 32.00;-;1204
18:57:07;58.7; 91.20; 30.40;HR_TOo_LOW|SPO2_TOO_LOW|;1205
18:57:08;58.8; 96.30; 32.20;HR_TOo_LOW|;1206
18:57:09;62.7; 95.70; 30.00;-;1207
18:57:10;56.7; 89.90; 31.00;HR_TOo_LOW|SPO2_TOO_LOW|;1208
18:57:11;61.4; 95.00; 30.50;-;1209
18:57:12;59.0; 93.00; 32.10;HR_TOo_LOW|SPO2_TOO_LOW|;1210
18:57:13;59.9; 94.50; 32.60;HR_TOo_LOW|;1211
18:57:14;57.0; 94.40; 32.00;HR_TOo_LOW|;1212
18:57:15;57.4; 90.80; 30.80;HR_TOo_LOW|SPO2_TOO_LOW|;1213
18:57:16;57.5; 89.40; 33.00;HR_TOo_LOW|SPO2_TOO_LOW|;1214
18:57:17;59.2; 91.40; 30.70;HR_TOo_LOW|SPO2_TOO_LOW|;1215
18:57:18;64.6; 90.20; 32.20;SPO2_TOO_LOW|;1216
18:57:19;57.8; 90.40; 31.00;HR_TOo_LOW|SPO2_TOO_LOW|;1217
18:57:20;57.9; 88.80; 30.00;HR_TOo_LOW|SPO2_TOO_LOW|;1218
18:57:21;62.7; 92.60; 30.30;SPO2_TOO_LOW|;1219
18:57:22;58.4; 90.00; 30.50;HR_TOo_LOW|SPO2_TOO_LOW|;1220
18:57:23;61.9; 95.70; 31.90;-;1221
18:57:24;63.4; 91.10; 30.80;SPO2_TOO_LOW|;1222
18:57:25;58.4; 90.70; 30.80;HR_TOo_LOW|SPO2_TOO_LOW|;1223
18:57:26;58.4; 91.60; 32.40;HR_TOo_LOW|SPO2_TOO_LOW|;1224
18:57:27;58.1; 95.20; 32.70;HR_TOo_LOW|;1225
18:57:28;64.7; 91.60; 32.90;SPO2_TOO_LOW|;1226
18:57:29;59.3; 90.20; 31.50;HR_TOo_LOW|SPO2_TOO_LOW|;1227
18:57:30;61.8; 95.20; 30.60;-;1228
18:57:31;64.8; 97.90; 31.80;-;1229
18:57:32;64.9; 93.30; 31.90;SPO2_TOO_LOW|;1230
18:57:33;57.1; 96.30; 33.00;HR_TOo_LOW|;1231
18:57:34;61.6; 89.70; 30.10;SPO2_TOO_LOW|;1232
18:57:35;62.4; 89.60; 31.40;SPO2_TOO_LOW|;1233
18:57:36;63.0; 90.80; 30.90;SPO2_TOO_LOW|;1234
18:57:37;64.2; 88.40; 32.70;SPO2_TOO_LOW|;1235
18:57:38;57.5; 97.10; 32.00;HR_TOo_LOW|;1236
18:57:39;59.9; 97.80; 32.00;HR_TOo_LOW|;1237
18:57:40;58.7; 96.90; 31.30;HR_TOo_LOW|;1238
18:57:41;62.8; 89.20; 30.00;SPO2_TOO_LOW|;1239
18:57:42;64.3; 94.10; 31.00;-;1240
18:57:43;63.8; 95.90; 31.90;-;1241
18:57:44;64.6; 95.30; 32.20;-;1242
18:57:45;59.2; 96.40; 33.00;HR_TOo_LOW|;1243
18:57:46;65.5; 93.10; 30.00;SPO2_TOO_LOW|;1244
18:57:47;64.6; 93.50; 30.10;SPO2_TOO_LOW|;1245
18:57:48;61.4; 90.50; 31.90;SPO2_TOO_LOW|;1246
18:57:49;60.7; 97.70; 31.20;-;1247
18:57:50;64.9; 90.70; 30.40;SPO2_TOO_LOW|;1248
18:57:51;59.6; 93.00; 32.10;HR_TOo_LOW|SPO2_TOO_LOW|;1249
18:57:52;61.5; 95.50; 32.50;-;1250
18:57:53;61.3; 90.30; 32.70;SPO2_TOO_LOW|;1251
18:57:54;61.2; 94.20; 30.80;-;1252
18:57:55;65.1; 88.20; 31.20;SPO2_TOO_LOW|;1253
18:57:56;61.9; 90.60; 33.00;SPO2_TOO_LOW|;1254
18:57:57;63.0; 92.90; 31.10;SPO2_TOO_LOW|;1255
