Time [hh:mm:ss];Hr [bpm];SpO2 [%];Temperature [°C];Information;Runtime[ms]
12:37:54;57.7; 97.40; 30.80;-;44
12:37:55;64.3; 89.60; 31.10;SPO2_TOO_LOW|;45
12:37:56;59.8; 92.20; 31.80;SPO2_TOO_LOW|;46
12:37:57;63.8; 91.70; 30.40;SPO2_TOO_LOW|;47
12:37:58;56.9; 94.60; 31.40;-;48
12:37:59;63.3; 95.80; 30.60;-;49
12:38:00;61.2; 88.50; 30.00;SPO2_TOO_LOW|;50
12:38:01;59.1; 97.50; 32.10;-;51
12:38:02;62.4; 94.60; 30.40;-;52
12:38:03;63.8; 95.90; 31.70;-;53
12:38:04;64.5; 97.20; 31.40;-;54
12:38:05;65.1; 95.50; 32.20;-;55
12:38:06;56.5; 90.10; 30.30;SPO2_TOO_LOW|;56
12:38:07;58.3; 89.30; 30.00;SPO2_TOO_LOW|;57
12:38:08;57.6; 89.70; 31.20;SPO2_TOO_LOW|;58
12:38:09;63.5; 94.90; 33.00;-;59
12:38:10;63.9; 95.40; 30.50;-;60
12:38:11;65.5; 96.10; 30.60;-;61
12:38:12;62.9; 93.40; 32.20;-;62
12:38:13;64.3; 98.00; 30.80;-;63
12:38:14;59.5; 91.90; 31.70;SPO2_TOO_LOW|;64
12:38:15;58.9; 89.10; 32.10;SPO2_TOO_LOW|;65
12:38:16;56.8; 89.80; 32.40;SPO2_TOO_LOW|;66
12:38:17;64.2; 92.90; 30.80;SPO2_TOO_LOW|;67
12:38:18;62.5; 89.80; 32.20;SPO2_TOO_LOW|;68
12:38:19;57.1; 91.30; 32.50;SPO2_TOO_LOW|;69
12:38:20;56.6; 91.30; 32.60;SPO2_TOO_LOW|;70
12:38:21;59.5; 93.80; 31.60;-;71
12:38:22;56.9; 93.90; 30.30;-;72
12:38:24;59.3; 88.70; 31.00;SPO2_TOO_LOW|;74
12:38:25;57.1; 95.90; 30.40;-;75
12:38:26;64.0; 97.20; 31.30;-;76
12:38:27;63.6; 97.00; 32.70;-;77
12:38:28;56.8; 95.10; 32.20;-;78
12:38:29;64.7; 88.10; 32.70;SPO2_TOO_LOW|;79
12:38:30;58.2; 95.90; 32.60;-;80
12:38:31;60.9; 88.30; 32.30;SPO2_TOO_LOW|;81
12:38:32;63.2; 97.30; 30.90;-;82
12:38:33;62.5; 88.30; 30.30;SPO2_TOO_LOW|;83
12:38:34;64.3; 96.90; 31.90;-;84
12:38:35;63.1; 88.90; 33.00;SPO2_TOO_LOW|;85
12:38:36;62.5; 90.70; 32.10;SPO2_TOO_LOW|;86
12:38:37;64.1; 95.40; 31.20;-;87
12:38:38;64.9; 97.20; 30.20;-;88
12:38:39;57.1; 95.20; 32.30;-;89
12:38:40;56.5; 88.10; 32.90;SPO2_TOO_LOW|;90
12:38:41;57.8; 88.40; 32.00;SPO2_TOO_LOW|;91
12:38:42;65.9; 97.20; 31.50;-;92
12:38:43;60.8; 93.20; 30.00;-;93
12:38:44;59.5; 92.40; 31.40;SPO2_TOO_LOW|;94
12:38:45;56.9; 90.80; 32.30;SPO2_TOO_LOW|;95
12:38:46;61.3; 94.60; 31.30;-;96
12:38:47;63.7; 97.30; 32.40;-;97
12:38:48;57.6; 96.00; 32.60;-;98
12:38:49;64.2; 97.30; 32.40;-;99
12:38:50;62.9; 89.80; 30.70;SPO2_TOO_LOW|;100
12:38:51;61.8; 93.20; 30.50;-;101
12:38:52;58.2; 90.00; 32.50;SPO2_TOO_LOW|;102
12:38:53;59.4; 89.00; 30.60;SPO2_TOO_LOW|;103
12:38:54;64.8; 90.80; 32.40;SPO2_TOO_LOW|;104
12:38:55;58.4; 95.40; 32.20;-;105
12:38:56;56.9; 91.00; 30.30;SPO2_TOO_LOW|;106
12:38:57;61.7; 92.50; 32.80;SPO2_TOO_LOW|;107
12:38:58;58.8; 91.90; 30.20;SPO2_TOO_LOW|;108
12:38:59;56.1; 88.40; 32.50;SPO2_TOO_LOW|;109
12:39:00;65.2; 92.00; 31.30;SPO2_TOO_LOW|;110
12:39:01;64.0; 91.00; 33.00;SPO2_TOO_LOW|;111
12:39:02;66.0; 96.90; 32.40;-;112
12:39:03;57.3; 92.50; 32.40;SPO2_TOO_LOW|;113
12:39:04;56.6; 90.90; 32.90;SPO2_TOO_LOW|;114
12:39:05;65.3; 96.90; 31.30;-;115
12:39:06;60.4; 94.30; 31.40;-;116
12:39:07;59.8; 92.40; 31.40;SPO2_TOO_LOW|;117
12:39:08;56.8; 95.90; 31.30;-;118
12:39:10;56.1; 94.60; 32.40;-;120
12:39:11;57.8; 90.90; 32.70;SPO2_TOO_LOW|;121
12:39:12;64.7; 96.70; 30.00;-;122
12:39:13;61.2; 90.40; 31.00;SPO2_TOO_LOW|;123
12:39:32;61.2; 95.50; 32.00;-;142
12:39:33;63.2; 89.70; 30.70;SPO2_TOO_LOW|;143
12:39:34;58.0; 96.10; 30.00;-;144
12:39:35;59.7; 92.10; 32.00;SPO2_TOO_LOW|;145
12:39:36;60.4; 96.00; 31.20;-;146
12:39:37;57.0; 97.90; 30.10;-;147
12:39:38;56.9; 96.60; 30.60;-;148
12:39:39;57.3; 93.10; 30.50;-;149
12:39:40;56.3; 96.20; 32.80;-;150
12:39:41;63.7; 95.50; 30.10;-;151
12:39:42;58.6; 89.30; 32.20;SPO2_TOO_LOW|;152
12:39:43;60.1; 88.50; 30.20;SPO2_TOO_LOW|;153
12:39:44;56.0; 88.30; 31.30;SPO2_TOO_LOW|;154
12:39:45;65.3; 91.30; 33.00;SPO2_TOO_LOW|;155
12:39:46;62.4; 91.80; 30.20;SPO2_TOO_LOW|;156
12:39:47;58.7; 96.20; 32.40;-;157
12:39:48;57.8; 95.70; 31.40;-;158
12:39:49;62.7; 93.50; 32.30;-;159
12:39:50;65.4; 93.10; 32.60;-;160
12:39:51;62.8; 93.70; 30.50;-;161
12:39:52;64.8; 96.20; 32.00;-;162
12:39:53;56.4; 92.30; 31.50;SPO2_TOO_LOW|;163
12:39:54;61.2; 91.80; 30.50;SPO2_TOO_LOW|;164
12:39:55;58.6; 91.70; 31.50;SPO2_TOO_LOW|;165
12:39:56;61.4; 96.50; 32.00;-;166
12:41:57;64.5; 97.70; 30.20;-;287
12:41:58;59.0; 96.70; 31.10;-;288
12:41:59;65.2; 89.20; 31.40;SPO2_TOO_LOW|;289
12:42:00;61.2; 94.90; 32.90;-;290
12:42:01;62.7; 90.70; 30.90;SPO2_TOO_LOW|;291
12:42:02;65.9; 95.80; 32.70;-;292
12:42:03;58.5; 93.80; 32.50;-;293
12:42:04;57.3; 93.90; 30.20;-;294
12:42:05;58.2; 94.50; 31.70;-;295
12:42:06;65.7; 94.70; 30.80;-;296
12:42:07;64.6; 93.60; 31.80;-;297
12:42:08;60.8; 92.50; 32.30;SPO2_TOO_LOW|;298
12:42:09;63.0; 93.80; 32.40;-;299
12:42:10;62.8; 93.50; 31.90;-;300
12:46:03;58.5; 96.30; 31.90;-;532
12:46:04;63.7; 95.70; 30.00;-;533
12:46:05;56.1; 88.80; 30.20;SPO2_TOO_LOW|;534
12:46:06;58.2; 89.70; 32.30;SPO2_TOO_LOW|;535
12:46:07;62.9; 91.20; 31.90;SPO2_TOO_LOW|;536
12:46:08;57.5; 90.90; 31.20;SPO2_TOO_LOW|;537
12:46:18;57.8; 92.00; 30.00;SPO2_TOO_LOW|;547
12:46:19;59.4; 95.30; 32.60;-;548
12:46:20;65.9; 92.20; 31.20;SPO2_TOO_LOW|;549
12:46:21;62.0; 93.00; 30.50;-;550
12:46:22;62.9; 89.40; 32.00;SPO2_TOO_LOW|;551
12:46:23;65.6; 94.60; 30.60;-;552
12:46:24;57.9; 94.70; 31.90;-;553
12:46:25;58.5; 97.80; 31.10;-;554
12:46:26;58.5; 88.10; 32.50;SPO2_TOO_LOW|;555
12:46:27;57.3; 90.50; 31.20;SPO2_TOO_LOW|;556
12:46:28;65.6; 97.60; 32.20;-;557
12:46:29;64.5; 97.70; 30.20;-;558
12:46:30;60.7; 97.80; 31.40;-;559
12:46:31;59.2; 92.80; 30.50;SPO2_TOO_LOW|;560
12:46:32;58.9; 93.00; 31.90;-;561
12:46:33;62.9; 89.60; 32.80;SPO2_TOO_LOW|;562
12:46:34;61.8; 97.60; 30.90;-;563
12:46:35;59.5; 88.50; 32.60;SPO2_TOO_LOW|;564
12:46:36;66.0; 91.90; 32.60;SPO2_TOO_LOW|;565
12:46:37;64.6; 94.50; 30.20;-;566
12:46:38;59.4; 90.50; 30.60;SPO2_TOO_LOW|;567
12:46:39;59.0; 95.40; 32.30;-;568
12:46:40;56.8; 94.00; 31.20;-;569
13:01:39;57.7; 94.10; 30.90;-;1467
13:01:40;57.1; 94.20; 30.70;-;1468
13:01:41;64.3; 93.90; 32.20;-;1469
13:01:42;61.1; 88.20; 30.30;SPO2_TOO_LOW|;1470
13:05:46;58.6; 95.50; 32.30;-;1714
13:05:47;61.5; 95.40; 30.70;-;1715
13:05:48;65.0; 92.80; 31.70;SPO2_TOO_LOW|;1716
13:05:49;56.6; 95.80; 32.80;-;1717
13:05:50;57.3; 91.30; 30.50;SPO2_TOO_LOW|;1718
13:05:51;65.4; 93.90; 30.30;-;1719
13:05:52;56.6; 90.70; 31.50;SPO2_TOO_LOW|;1720
13:05:53;59.1; 95.40; 31.70;-;1721
13:05:54;56.1; 97.80; 30.60;-;1722
13:05:55;63.7; 94.60; 31.00;-;1723
13:05:56;59.4; 92.00; 30.30;SPO2_TOO_LOW|;1724
13:05:57;58.2; 90.20; 32.70;SPO2_TOO_LOW|;1725
13:05:58;64.3; 88.30; 32.30;SPO2_TOO_LOW|;1726
13:05:59;56.5; 88.90; 30.80;SPO2_TOO_LOW|;1727
13:06:00;59.4; 97.20; 31.30;-;1728
13:06:01;65.8; 90.10; 32.80;SPO2_TOO_LOW|;1729
13:06:02;61.9; 89.80; 30.80;SPO2_TOO_LOW|;1730
13:06:03;63.5; 90.20; 32.90;SPO2_TOO_LOW|;1731
13:06:04;58.9; 96.10; 32.20;-;1732
13:06:05;63.8; 92.70; 30.40;SPO2_TOO_LOW|;1733
13:06:06;61.6; 88.30; 30.90;SPO2_TOO_LOW|;1734
13:06:07;64.0; 90.20; 31.40;SPO2_TOO_LOW|;1735
13:06:08;61.4; 93.90; 31.10;-;1736
13:06:09;57.9; 90.60; 32.60;SPO2_TOO_LOW|;1737
13:06:10;59.0; 91.70; 30.70;SPO2_TOO_LOW|;1738
13:06:11;62.9; 91.10; 31.70;SPO2_TOO_LOW|;1739
13:06:12;57.4; 90.00; 30.10;SPO2_TOO_LOW|;1740
13:06:13;65.0; 92.10; 32.50;SPO2_TOO_LOW|;1741
13:06:15;62.2; 95.70; 33.00;-;1743
13:06:16;61.4; 97.60; 30.90;-;1744
13:06:17;57.8; 92.70; 31.10;SPO2_TOO_LOW|;1745
13:06:18;64.9; 95.80; 32.20;-;1746
13:06:19;59.5; 93.30; 30.70;-;1747
13:06:20;63.2; 97.60; 30.90;-;1748
13:06:21;63.3; 93.00; 31.30;-;1749
13:06:22;63.2; 90.60; 32.80;SPO2_TOO_LOW|;1750
13:06:23;65.1; 94.90; 31.00;-;1751
13:06:24;62.8; 88.10; 32.10;SPO2_TOO_LOW|;1752
13:06:25;59.1; 97.70; 32.70;-;1753
13:06:26;66.0; 88.90; 31.40;SPO2_TOO_LOW|;1754
13:06:27;62.2; 88.90; 30.30;SPO2_TOO_LOW|;1755
13:06:28;57.3; 97.10; 32.50;-;1756
13:06:29;56.7; 93.40; 31.40;-;1757
13:06:30;57.1; 89.40; 30.40;SPO2_TOO_LOW|;1758
13:06:31;58.0; 91.80; 30.10;SPO2_TOO_LOW|;1759
13:06:32;57.9; 94.30; 30.20;-;1760
13:06:33;62.1; 88.60; 32.40;SPO2_TOO_LOW|;1761
13:06:34;62.8; 88.70; 30.30;SPO2_TOO_LOW|;1762
